recno,C,Seq,RAJ2000,DEJ2000,logPB,WAV,errPos,Angle,FB,e_FB,E_FB,SB,e_SB,E_SB,HB,e_HB,E_HB,Ph,CPCat,CPoff,CPNote,RAWdeg,DEWdeg,RmagW,RAGSdeg,DEGSdeg,zmagGS,RAGdeg,DEGdeg,zmagG,RACdeg,DECdeg,F125Wmag,RATdeg,DETdeg,KsmagT,RASdeg,DESdeg,3_6mag,RAVdeg,DEVdeg,VLAmag,zspec,q_zspec,r_zspec,zL10,zR11,zH14,zS14,zS15,zS16,zF,r_zF,e_zF,E_zF,FExp,SExp,HExp,BR,e_BR,E_BR,Gamma,e_Gamma,E_Gamma,FFB,FSB,FHB,LX,NH,LXc,OType,f_X11ID,X11ID,f_X16ID,X16ID,R13ID,CCat,zCat
190,M,190,53.040399,-27.713318,,-8,0.34,6.92,359.2,30.0,31.2,292.1,22.5,23.6,67.3,20.6,21.8,,CANDELS,0.16,,53.040422,-27.713375,22.02,53.04043,-27.713348,20.46,53.040489,-27.713309,20.61,53.040433,-27.713351,19.6,53.040482,-27.71331,18.58,53.040473,-27.713384,18.92,53.040446,-27.713422,17.87,0.733,Secure,2,0.72,0.73,0.74,0.75,0.75,0.73,0.733,zSpec,,,5600000.0,5450000.0,5790000.0,0.217,0.061,0.085,2.55,0.33,0.34,6.32e-16,4.36e-16,1.96e-16,inf,0.0,inf,AGN,,151,,409,,3,5
206,M,206,53.044914,-27.709589,-14.9,-8,0.44,6.96,167.0,25.4,26.7,83.8,15.3,16.6,83.4,20.6,22.0,,CANDELS,0.29,,53.044826,-27.709616,19.56,53.04483,-27.709592,18.68,53.04488,-27.709551,18.69,53.044825,-27.709605,18.17,53.044876,-27.709555,17.36,53.044873,-27.709634,18.29,,,,0.418,Secure,11,0.41,0.38,0.43,0.41,0.35,0.41,0.418,zSpec,,,5640000.0,5490000.0,5840000.0,0.936,0.262,0.342,1.07,0.31,0.33,3.99e-16,9.72e-17,3.02e-16,inf,1.21e+22,inf,Galaxy,,162,,,,4,3
213,M,213,53.047323,-27.708842,-5.0,-5,0.54,6.93,91.2,23.9,25.3,46.9,-1.0,-1.0,63.0,19.8,21.2,,CANDELS,0.94,,53.047123,-27.709035,21.54,53.047134,-27.7091,20.31,53.047189,-27.709001,20.36,53.047131,-27.709041,19.85,53.047184,-27.709034,18.86,53.047193,-27.709104,19.28,,,,0.607,Secure,20,,0.56,0.6,0.63,0.6,0.61,0.607,zSpec,,,5580000.0,5430000.0,5760000.0,2.103,-1.0,-1.0,0.27,-1.0,-1.0,2.9e-16,-5.1e-17,2.66e-16,inf,5.67e+22,inf,Galaxy,,,,,,3,4
188,M,188,53.039576,-27.709925,,-6,0.45,7.11,167.3,27.3,28.4,135.2,18.7,19.8,61.5,-1.0,-1.0,,CANDELS,1.37,,53.039147,-27.710045,23.15,53.039156,-27.710014,21.74,53.039213,-27.709977,21.73,53.039159,-27.710022,21.06,53.039211,-27.709978,20.1,53.039203,-27.710064,20.21,,,,0.731,Secure,2,0.72,0.77,0.73,0.73,0.71,0.73,0.731,zSpec,,,5560000.0,5380000.0,5780000.0,0.28,-1.0,-1.0,2.29,-1.0,-1.0,3.01e-16,1.94e-16,-1.85e-16,inf,0.0,inf,AGN,,148,,,,4,3
169,M,169,53.033222,-27.710843,,-8,0.3,7.27,679.2,37.2,38.4,302.2,23.2,24.4,377.6,29.2,30.4,,CANDELS,0.43,,53.033243,-27.710945,22.4,53.033249,-27.710953,21.62,53.033303,-27.710883,21.94,53.033249,-27.71096,21.16,53.033306,-27.71088,20.18,53.033303,-27.710964,20.26,,,,0.545,Secure,2,0.56,0.56,0.55,0.56,0.59,0.55,0.545,zSpec,,,5490000.0,5290000.0,5750000.0,1.149,0.122,0.129,0.86,0.11,0.11,1.79e-15,3.55e-16,1.44e-15,inf,2.24e+22,inf,AGN,,136,,391,290,8,5
182,M,182,53.038188,-27.706939,-12.8,-8,0.45,7.3,181.4,28.9,30.1,52.8,-1.0,-1.0,150.7,24.1,25.3,,CANDELS,0.7,,53.038293,-27.707124,23.22,53.038299,-27.707099,21.65,53.038356,-27.707065,21.73,53.038303,-27.707104,20.98,53.038353,-27.707064,20.0,53.038363,-27.707144,20.04,,,,0.734,Secure,2,,0.73,0.74,0.74,0.71,0.74,0.734,zSpec,,,5490000.0,5290000.0,5750000.0,4.561,-1.0,-1.0,-0.5,-1.0,-1.0,7.57e-16,-5.55e-17,7.31e-16,inf,1.36e+23,inf,AGN,,146,,403,,3,2
249,M,249,53.057811,-27.71363,,-8,0.25,6.4,830.6,36.4,37.6,58.1,12.7,13.9,772.8,34.0,35.2,,CANDELS,0.28,,53.057673,-27.713581,22.0,53.05772,-27.713562,20.81,53.057769,-27.713536,20.86,53.057748,-27.713578,20.3,53.057781,-27.713528,19.29,53.057793,-27.713604,19.41,,,,0.735,Secure,2,0.72,0.73,0.73,0.78,0.74,0.73,0.735,zSpec,,,5630000.0,5540000.0,5730000.0,12.857,2.671,3.172,-1.47,0.21,0.22,4.48e-15,5.72e-17,4.42e-15,inf,2.37e+23,inf,AGN,,198,,435,1142,5,5
242,M,242,53.055176,-27.711378,,-8,0.19,6.58,6889.3,90.8,92.0,2915.6,57.7,58.9,3979.8,70.3,71.5,,CANDELS,0.17,,53.055178,-27.711353,20.38,53.055184,-27.711335,19.56,53.055222,-27.711294,19.66,53.055123,-27.711366,19.25,53.055176,-27.711321,18.27,53.055183,-27.711384,18.67,53.055155,-27.711394,19.03,0.605,Secure,2,0.6,0.6,0.61,0.63,0.64,0.61,0.605,zSpec,,,5590000.0,5490000.0,5720000.0,1.308,0.035,0.034,0.74,0.03,0.03,1.88e-14,3.29e-15,1.55e-14,inf,3.01e+22,inf,AGN,,193,,427,289,6,4
253,M,253,53.058667,-27.708387,,-8,0.4,6.65,205.4,24.9,26.0,117.3,15.6,16.7,88.2,19.8,21.0,,CANDELS,0.14,,53.058612,-27.708359,24.25,53.058662,-27.708421,24.57,53.058705,-27.708392,24.62,53.058662,-27.708427,23.77,53.05867,-27.708277,22.68,53.058703,-27.708444,21.9,,,,2.026,Secure,11,2.12,1.98,2.02,1.85,2.0,2.13,2.026,zSpec,,,5520000.0,5410000.0,5640000.0,0.721,0.171,0.217,1.34,0.26,0.27,4.59e-16,1.44e-16,3.16e-16,inf,4.37e+22,inf,AGN,,201,,,,7,5
271,M,271,53.062412,-27.706914,,-8,0.29,6.64,519.8,39.1,41.7,346.2,29.9,32.4,175.9,26.0,29.0,C,CANDELS,0.05,,53.062389,-27.70694,23.08,53.06241,-27.706893,22.15,53.062453,-27.706857,22.3,53.062405,-27.706903,20.23,53.062447,-27.706861,19.24,53.062443,-27.706944,19.05,,,,2.609,Insecure,11,1.97,1.84,1.89,1.91,1.81,1.9,1.891,H14,0.02,0.02,5510000.0,5400000.0,5630000.0,0.488,0.075,0.095,1.75,0.18,0.17,1.57e-15,6.88e-16,8.85e-16,inf,2.86e+21,inf,AGN,,213,,443,296,7,6
268,M,268,53.061945,-27.706452,-4.8,-5,0.49,6.67,106.3,28.2,30.9,47.7,18.5,21.1,59.2,21.4,24.4,C,CANDELS,0.11,,,,,53.061972,-27.706462,24.48,53.062007,-27.706439,24.73,53.061974,-27.70647,22.04,53.062027,-27.706453,21.23,53.062133,-27.706444,20.46,,,,,,,1.83,1.06,1.86,1.92,1.89,1.91,1.863,H14,0.05,0.05,5490000.0,5390000.0,5620000.0,1.19,0.553,0.992,0.84,0.61,0.64,4.37e-16,8.43e-17,3.53e-16,inf,1.23e+23,inf,AGN,,210,,,296,3,6
351,M,351,53.081062,-27.70127,-12.8,-8,0.44,6.58,142.5,22.9,24.1,57.1,12.5,13.7,85.5,19.4,20.6,,CANDELS,0.41,,,,,,,,,,,53.080945,-27.701316,26.31,,,,53.081003,-27.701364,23.5,,,,,,,,,3.02,3.37,3.75,3.54,3.019,H14,1.64,0.32,5720000.0,5620000.0,5840000.0,1.443,0.414,0.546,0.65,0.32,0.34,3.95e-16,6.22e-17,3.32e-16,inf,4.13e+23,inf,AGN,,272,,,,5,4
284,M,284,53.06594,-27.701854,-13.6,-8,0.44,6.83,156.3,24.7,25.9,37.6,-1.0,-1.0,135.3,21.5,22.7,,CANDELS,0.07,,,,,53.065948,-27.701833,25.33,,,,53.065951,-27.701839,23.37,53.065948,-27.701847,21.57,53.065973,-27.701894,21.24,,,,,,,1.83,2.06,2.07,2.15,2.15,2.19,2.073,H14,0.09,0.07,5600000.0,5480000.0,5760000.0,6.221,-1.0,-1.0,-0.79,-1.0,-1.0,7.05e-16,-3.81e-17,6.89e-16,inf,8.92e+23,inf,AGN,,222,,,,6,5
305,M,305,53.071229,-27.69356,,-8,0.3,7.19,612.6,34.5,35.7,176.5,18.2,19.3,436.5,29.4,30.6,,CANDELS,0.15,,,,,53.071282,-27.69356,25.48,,,,53.071277,-27.693563,23.98,53.071304,-27.693518,22.56,53.071323,-27.693604,21.89,,,,,,,1.83,2.06,2.2,2.03,2.05,2.12,2.197,H14,0.27,0.09,5500000.0,5330000.0,5700000.0,2.311,0.268,0.308,0.17,0.12,0.12,2.08e-15,1.93e-16,1.89e-15,inf,4.52e+23,inf,AGN,,240,,452,313,7,4
274,M,274,53.063198,-27.699686,,-8,0.38,7.01,282.0,27.4,28.6,161.0,17.3,18.5,121.2,21.6,22.8,,CANDELS,0.29,,53.063191,-27.699623,25.55,53.063249,-27.699629,24.93,53.063287,-27.699599,24.99,53.063256,-27.699625,23.55,53.063282,-27.699602,21.97,53.063293,-27.699674,21.5,,,,2.402,Secure,2,2.36,2.3,2.25,2.3,2.3,2.33,2.402,zSpec,,,5520000.0,5370000.0,5710000.0,0.709,0.139,0.16,1.35,0.2,0.22,6.25e-16,1.97e-16,4.27e-16,inf,5.81e+22,inf,AGN,,215,,,,5,3
233,M,233,53.052764,-27.696825,-15.2,-8,0.45,7.41,189.9,27.5,28.6,111.7,16.6,17.7,78.4,22.4,23.6,,CANDELS,0.45,,,,,53.052732,-27.696948,25.19,,,,53.052725,-27.696945,23.9,53.052784,-27.696913,22.5,53.052763,-27.697004,22.01,,,,,,,1.56,1.57,1.81,1.56,1.64,1.55,1.805,H14,0.04,0.05,5290000.0,5100000.0,5540000.0,0.647,0.184,0.263,1.44,0.34,0.34,4.28e-16,1.46e-16,2.82e-16,inf,2.54e+22,inf,AGN,,186,,423,,4,3
1016,S,8,53.0206,-27.700912,-2.0,-5,0.9,8.15,59.1,-1.0,-1.0,31.1,13.6,14.7,31.1,-1.0,-1.0,,TENIS,0.62,,53.020649,-27.700797,23.95,53.020653,-27.70079,23.33,53.020773,-27.700777,24.31,53.020664,-27.700818,22.38,53.02071,-27.700771,21.28,53.020713,-27.700864,21.04,,,,,,,2.9,2.73,2.08,2.13,2.1,2.12,2.078,H14,0.02,0.06,3910000.0,3730000.0,4160000.0,0.372,-1.0,-1.0,2.0,-1.0,-1.0,-1.6e-16,6.16e-17,-1.38e-16,inf,0.0,inf,AGN,,,,,,4,5
171,M,171,53.034431,-27.698121,-16.5,-8,0.49,7.84,182.0,28.5,29.7,128.2,17.9,19.1,54.0,22.8,24.0,,CANDELS,0.28,,53.034442,-27.698214,25.32,53.034438,-27.698194,25.09,53.034496,-27.698158,24.84,53.03444,-27.698198,24.55,53.034508,-27.69816,22.87,53.034483,-27.698234,22.49,,,,2.47,Secure,2,2.45,2.46,2.47,2.18,2.4,2.63,2.47,zSpec,,,4740000.0,4510000.0,5030000.0,0.378,0.155,0.244,1.98,0.51,0.54,4.06e-16,2.08e-16,1.98e-16,inf,0.0,inf,AGN,,138,,393,,4,3
92,M,92,53.002584,-27.704355,-12.0,-8,0.56,8.64,171.0,27.8,29.0,99.0,16.3,17.4,72.1,23.0,24.2,,CANDELS,0.05,,,,,,,,,,,53.002579,-27.704368,24.88,53.002625,-27.704336,22.9,53.002623,-27.704414,21.61,,,,,,,,,1.9,2.59,2.44,2.42,1.905,H14,0.08,0.19,3000000.0,2820000.0,3240000.0,0.636,0.207,0.291,1.46,0.39,0.41,6.81e-16,2.37e-16,4.43e-16,inf,2.53e+22,inf,AGN,,79,,331,,3,1
100,M,100,53.006054,-27.694009,,-8,0.26,8.97,2202.1,56.0,57.1,1126.7,37.6,38.8,1076.9,41.7,42.9,,CANDELS,0.18,,53.006052,-27.694082,25.02,,,,53.006093,-27.694031,23.8,53.006046,-27.694058,22.12,53.006104,-27.69404,21.03,53.006103,-27.694114,20.39,,,,1.406,Secure,12,1.38,1.39,0.21,1.58,,1.43,1.406,zSpec,,,2690000.0,2510000.0,2930000.0,0.819,0.042,0.042,1.2,0.05,0.05,1.06e-14,2.93e-15,7.7e-15,inf,3.45e+22,inf,AGN,,84,,339,1155,4,5
131,M,131,53.020116,-27.690915,,-8,0.38,8.64,570.7,36.7,37.8,38.3,14.7,15.8,532.5,33.4,34.6,,GOODS-S,0.14,,53.020179,-27.690928,24.56,53.020159,-27.69092,23.89,53.020221,-27.690875,23.59,,,,53.020218,-27.690866,21.33,53.020213,-27.690944,21.2,53.02028,-27.69095,19.71,0.72,Insecure,9,1.56,1.77,1.56,,,1.54,1.556,H14,0.03,0.03,3330000.0,3140000.0,3600000.0,12.13,4.232,6.395,-1.48,0.41,0.42,5e-15,6.25e-17,4.94e-15,inf,7.38e+23,inf,AGN,,109,,366,1156,4,2
146,M,146,53.026107,-27.690736,-6.8,-6,0.6,8.46,123.2,27.8,29.0,30.2,-1.0,-1.0,111.0,24.2,25.4,,TENIS,0.5,,,,,53.025957,-27.690943,26.17,,,,,,,53.026104,-27.690874,21.22,53.026113,-27.690954,20.34,,,,,,,,,,,,1.41,1.407,S16,0.04,0.05,3490000.0,3320000.0,3730000.0,6.31,-1.0,-1.0,-0.84,-1.0,-1.0,8.85e-16,-4.89e-17,8.9e-16,inf,4.35e+23,inf,AGN,,,,378,1157,2,0
1019,S,11,53.051355,-27.682834,-1.5,-5,0.78,8.19,48.2,26.7,27.9,35.5,-1.0,-1.0,31.2,22.3,23.5,,TENIS,1.1,,53.051084,-27.683115,25.12,53.051129,-27.683107,23.23,53.051191,-27.683101,23.27,,,,53.051205,-27.683109,21.04,53.051213,-27.683184,20.45,,,,,,,,1.51,1.2,,,1.31,1.201,H14,0.03,0.06,4140000.0,3950000.0,4380000.0,1.431,-1.0,-1.0,0.62,-1.0,-1.0,1.8e-16,-5.36e-17,1.64e-16,inf,8.33e+22,inf,AGN,,181,,,,3,1
211,M,211,53.045784,-27.681536,,-8,0.3,8.39,1053.6,43.2,44.4,617.1,29.6,30.8,437.3,31.9,33.1,,GOODS-S,0.08,,,,,53.045783,-27.681558,23.62,53.045834,-27.681547,23.58,,,,53.045845,-27.681561,21.75,53.045893,-27.681624,21.1,53.04578,-27.681616,17.49,,,,3.64,1.91,,,,1.66,3.642,L10,0.09,0.16,3900000.0,3720000.0,4140000.0,0.637,0.055,0.056,1.44,0.09,0.09,3.19e-15,1.09e-15,2.1e-15,inf,9.45e+22,inf,AGN,,168,,414,323,3,2
172,M,172,53.034931,-27.679652,,-8,0.39,8.77,534.8,35.9,37.1,262.8,21.8,22.9,272.3,28.9,30.1,,TENIS,0.5,,,,,,,,,,,,,,53.034782,-27.679695,23.36,53.034913,-27.679674,21.98,53.034863,-27.679561,19.65,,,,5.73,,5.23,,,7.67,5.226,H14,0.3,0.07,3380000.0,3190000.0,3630000.0,0.909,0.113,0.134,1.08,0.14,0.14,2.1e-15,5.17e-16,1.58e-15,inf,4.77e+23,inf,AGN,,139,,396,325,2,1
178,M,178,53.036494,-27.665509,-10.1,-8,0.62,9.47,173.5,30.2,31.3,58.5,-1.0,-1.0,137.4,25.8,27.0,,GOODS-S,0.3,,53.036423,-27.665495,26.77,53.036464,-27.665429,24.64,53.036495,-27.665408,24.68,,,,53.036488,-27.665415,21.56,53.036473,-27.665454,20.62,,,,,,,,0.96,1.54,,,,1.537,H14,0.06,0.04,2320000.0,2160000.0,2530000.0,3.032,-1.0,-1.0,-0.14,-1.0,-1.0,1.5e-15,-1.49e-16,1.44e-15,inf,3.03e+23,inf,AGN,,142,,398,334,4,1
355,M,355,53.082573,-27.689614,,-8,0.37,7.23,319.2,30.1,31.2,141.6,17.5,18.6,177.9,24.7,25.9,,CANDELS,0.16,,53.082509,-27.689656,19.39,53.08253,-27.689635,18.72,53.082569,-27.689606,18.77,53.08253,-27.689639,18.34,53.08255,-27.689615,17.68,53.082563,-27.689664,18.55,53.082488,-27.6897,18.26,0.229,Secure,2,0.22,0.22,0.23,0.22,0.29,0.23,0.229,zSpec,,,5480000.0,5310000.0,5690000.0,1.173,0.189,0.261,0.84,0.2,0.18,8.53e-16,1.65e-16,6.88e-16,inf,1.32e+22,inf,AGN,,274,S,29,317,4,3
1026,S,18,53.076422,-27.690053,-2.0,-5,0.68,7.3,51.8,23.7,24.9,31.7,13.4,14.5,48.7,-1.0,-1.0,,TENIS,0.53,,53.076188,-27.690095,25.21,53.076199,-27.690065,23.78,53.076246,-27.690031,23.97,53.076191,-27.690066,22.62,53.07626,-27.690016,21.49,53.076243,-27.690104,21.37,,,,,,,,1.39,1.29,1.33,1.35,1.34,1.291,H14,0.05,0.03,5440000.0,5260000.0,5670000.0,0.763,-1.0,-1.0,1.27,-1.0,-1.0,1.21e-16,3.92e-17,-1.75e-16,inf,2.51e+22,inf,AGN,,,,,,9,6
415,M,415,53.096888,-27.679284,-3.2,-6,0.61,7.69,83.9,27.6,28.8,47.7,-1.0,-1.0,56.7,23.3,24.5,,CANDELS,0.41,,,,,53.09695,-27.679375,25.91,,,,53.096955,-27.679381,23.0,53.096973,-27.679373,22.23,53.096933,-27.679404,21.75,,,,,,,,1.7,1.66,1.78,1.77,1.88,1.665,H14,0.13,0.09,5230000.0,5020000.0,5510000.0,1.751,-1.0,-1.0,0.43,-1.0,-1.0,2.65e-16,-5.6e-17,2.44e-16,inf,1.88e+23,inf,AGN,,,,,,3,2
350,M,350,53.080793,-27.681038,,-8,0.41,7.75,299.3,32.0,33.2,46.2,15.4,16.5,253.2,27.9,29.1,,CANDELS,0.17,,53.080716,-27.681013,21.82,53.080768,-27.680988,20.68,53.080828,-27.680952,20.75,53.080769,-27.680995,20.15,53.080795,-27.68096,19.12,53.080813,-27.681014,18.95,53.08078,-27.681033,19.67,0.761,Secure,6,,0.69,0.68,0.78,0.71,0.69,0.761,zSpec,,,5150000.0,4920000.0,5440000.0,4.957,1.529,2.246,-0.59,0.36,0.36,1.38e-15,5.15e-17,1.33e-15,inf,1.51e+23,inf,AGN,,271,,,,4,3
479,M,479,53.110406,-27.676587,,-8,0.22,7.78,14478.6,130.2,131.4,11105.3,111.9,113.0,3380.8,67.2,68.4,,CANDELS,0.22,,53.110371,-27.676554,19.97,53.110392,-27.676524,19.55,53.110383,-27.67653,19.64,53.110384,-27.676528,19.29,53.110394,-27.676527,18.96,53.110333,-27.676554,18.26,53.110446,-27.676533,19.94,1.031,Secure,2,0.45,0.1,0.08,0.06,1.09,2.62,1.031,zSpec,,,5160000.0,4940000.0,5450000.0,0.276,0.006,0.006,2.31,0.02,0.02,2.83e-14,1.74e-14,1.08e-14,inf,0.0,inf,AGN,,367,,490,328,4,3
485,M,485,53.111092,-27.670422,,-8,0.24,8.15,3814.6,72.1,73.2,2163.3,51.7,52.8,1654.0,50.6,51.8,,GOODS-S,0.21,,53.11112,-27.670384,23.73,53.111119,-27.670368,23.18,53.111046,-27.670455,23.63,,,,53.111099,-27.670406,21.41,53.111043,-27.670464,20.92,,,,1.612,Secure,12,2.2,1.84,1.66,,,1.69,1.612,zSpec,,,4620000.0,4410000.0,4900000.0,0.688,0.026,0.028,1.37,0.04,0.04,9.98e-15,3.2e-15,6.78e-15,inf,2.69e+22,inf,AGN,,369,,491,330,3,2
430,M,430,53.102286,-27.669597,,-8,0.46,8.23,257.1,32.3,33.5,32.3,-1.0,-1.0,244.9,28.5,29.7,,GOODS-S,0.18,,53.102254,-27.669577,23.52,53.102267,-27.669551,21.9,53.102266,-27.669548,21.91,,,,53.102272,-27.66955,20.12,53.102213,-27.669574,19.83,53.102196,-27.669616,20.07,,,,1.05,0.91,0.91,,,0.95,0.914,H14,0.01,0.1,4430000.0,4220000.0,4710000.0,11.908,-1.0,-1.0,-1.46,-1.0,-1.0,1.7e-15,-3.96e-17,1.72e-15,inf,3.12e+23,inf,AGN,,329,,477,331,3,2
457,M,457,53.10687,-27.661647,-6.5,-5,0.66,8.68,102.7,28.3,29.5,75.6,16.7,17.9,59.5,-1.0,-1.0,,GOODS-S,1.02,,53.107033,-27.661446,20.98,53.107067,-27.661424,18.72,53.107061,-27.661422,18.68,,,,53.107086,-27.661434,17.99,53.107073,-27.661454,18.6,,,,0.0,Secure,11,,0.0,0.74,,,0.6,0.0,zSpec,,,3810000.0,3600000.0,4100000.0,0.445,-1.0,-1.0,1.8,-1.0,-1.0,2.93e-16,1.46e-16,-2.75e-16,,-1.0,,Star,,350,S,31,,2,1
409,M,409,53.095335,-27.660058,,-8,0.41,8.84,501.6,35.8,37.0,314.9,23.4,24.5,187.0,27.7,28.9,,GEMS,0.55,,53.095183,-27.660223,23.09,,,,53.095253,-27.660193,21.95,,,,53.095272,-27.66017,19.92,53.095273,-27.660184,19.61,,,,1.18,Insecure,12,1.44,,1.87,,,1.0,1.18,zSpec,,,3560000.0,3370000.0,3810000.0,0.524,0.079,0.097,1.63,0.17,0.17,1.57e-15,6.27e-16,9.47e-16,inf,5.43e+21,inf,AGN,,315,,473,,2,1
468,M,468,53.10791,-27.657522,,-8,0.48,8.93,307.8,32.1,33.3,157.7,19.2,20.5,150.4,26.1,27.4,,GOODS-S,0.56,,53.107998,-27.657666,23.45,53.108029,-27.657638,22.35,53.108005,-27.657661,22.49,,,,53.108025,-27.657656,21.68,53.108013,-27.657664,21.83,,,,0.784,Secure,11,,0.77,0.83,,,0.8,0.784,zSpec,,,3320000.0,3130000.0,3570000.0,0.835,0.16,0.204,1.15,0.22,0.22,1.2e-15,3.16e-16,8.85e-16,inf,1.8e+22,inf,AGN,,358,,487,,5,2
462,M,462,53.107444,-27.653478,-4.9,-6,0.69,9.17,109.7,28.2,29.4,51.8,-1.0,-1.0,79.2,23.6,24.9,,TENIS,0.38,,,,,,,,,,,,,,53.107536,-27.65341,23.93,53.107603,-27.653334,22.98,,,,,,,,,,,,3.8,3.799,S16,0.68,0.66,2830000.0,2680000.0,3040000.0,2.154,-1.0,-1.0,0.18,-1.0,-1.0,6.96e-16,-1.08e-16,6.54e-16,inf,9.52e+23,inf,AGN,,,,,,1,0
438,M,438,53.103366,-27.646432,-15.6,-8,0.63,9.61,175.4,28.3,29.5,120.8,17.5,18.6,54.7,22.9,24.1,,GEMS,0.26,,53.103377,-27.646416,26.14,,,,53.103378,-27.64636,25.0,,,,53.103394,-27.646378,22.28,53.103383,-27.646384,21.41,,,,,,,2.05,1.7,1.81,,,2.42,1.806,H14,0.49,0.14,2200000.0,2060000.0,2390000.0,0.391,0.16,0.242,1.94,0.5,0.55,8.48e-16,4.22e-16,4.25e-16,inf,0.0,inf,AGN,,334,,,,1,2
281,M,281,53.065671,-27.664986,,-8,0.4,8.91,541.7,36.8,38.0,364.6,24.9,26.1,177.4,27.7,28.9,,GEMS,0.19,,53.065668,-27.664965,25.49,,,,53.065713,-27.664947,24.64,,,,53.06572,-27.664946,22.17,53.065713,-27.664994,21.73,,,,,,,1.83,1.91,1.58,,,,1.577,H14,0.04,0.18,3410000.0,3240000.0,3630000.0,0.433,0.069,0.081,1.82,0.18,0.18,1.69e-15,7.78e-16,9.15e-16,inf,0.0,inf,AGN,,220,,445,,2,2
1027,S,19,53.079737,-27.661921,-1.9,-6,0.79,8.88,63.4,28.4,29.5,19.8,14.8,16.0,43.6,24.3,25.4,,TENIS,1.81,,53.079204,-27.662134,19.17,,,,53.079211,-27.662098,20.4,,,,53.079212,-27.662109,18.67,,,,,,,,,,,,,,,0.67,0.673,S16,0.02,0.02,3580000.0,3390000.0,3850000.0,1.939,1.455,6.256,0.3,1.42,1.41,3.09e-16,3.32e-17,2.76e-16,inf,6.05e+22,inf,AGN,,,,,,1,0
291,M,291,53.067541,-27.658349,,-8,0.28,9.26,7587.9,97.3,98.5,5473.3,79.7,80.8,2118.6,56.4,57.6,,GEMS,0.18,,53.067484,-27.658441,19.88,,,,53.067511,-27.658392,21.12,,,,53.067524,-27.658394,19.24,53.067523,-27.658434,18.41,53.067488,-27.65845,18.98,1.324,Secure,2,1.32,1.33,0.3,,,,1.324,zSpec,,,3110000.0,2930000.0,3360000.0,0.338,0.01,0.01,2.07,0.03,0.03,2.49e-14,1.35e-14,1.14e-14,inf,0.0,inf,AGN,,229,,449,341,3,2
246,M,246,53.057256,-27.656835,-5.8,-5,0.77,9.51,90.3,28.9,30.1,16.6,-1.0,-1.0,106.1,25.0,26.2,,GEMS,1.51,,53.05698,-27.656486,24.3,,,,53.057042,-27.656462,22.4,,,,53.057049,-27.656458,20.26,53.057043,-27.656484,19.81,,,,,,,,1.11,1.06,,,,1.06,H14,0.02,0.02,2450000.0,2300000.0,2660000.0,27.819,-1.0,-1.0,-2.0,-1.0,-1.0,1.19e-15,-3.46e-17,1.45e-15,inf,4.85e+23,inf,AGN,,,,,,1,1
270,M,270,53.062214,-27.645425,,-8,0.61,10.08,234.3,29.4,30.6,87.9,16.3,17.4,146.5,24.6,25.8,,GEMS,0.44,,53.062035,-27.645479,23.61,,,,53.062076,-27.645423,22.55,,,,53.062092,-27.645432,21.22,53.062073,-27.645444,21.11,,,,1.041,Insecure,12,1.05,1.16,1.04,,,,1.041,zSpec,,,1730000.0,1620000.0,1880000.0,1.437,0.337,0.4,0.57,0.25,0.27,2.14e-15,3.12e-16,1.83e-15,inf,7.29e+22,inf,AGN,,212,,440,349,2,2
360,M,360,53.083929,-27.654986,-4.0,-5,0.71,9.24,103.2,29.3,30.4,43.2,15.8,16.9,60.1,24.9,26.1,,GEMS,0.56,,53.083959,-27.655181,19.1,,,,53.083987,-27.655133,20.82,,,,53.083996,-27.65514,20.13,,,,,,,0.186,Secure,11,,0.19,,,,0.18,0.186,zSpec,,,3120000.0,2930000.0,3380000.0,1.204,0.603,1.165,0.77,0.68,0.71,4.87e-16,8.75e-17,4e-16,inf,1.36e+22,inf,AGN,,,S,30,,2,1
1004,M,1004,53.333246,-27.84228,-5.1,-6,1.06,11.64,83.5,21.3,22.5,28.3,-1.0,-1.0,69.5,18.1,19.3,E,GEMS,1.2,,53.333604,-27.842424,22.29,,,,53.333602,-27.842389,20.9,,,,53.333595,-27.842398,19.14,53.333563,-27.842384,19.13,,,,0.932,Secure,16,,0.64,0.93,,,,0.932,zSpec,,,565000.0,508000.0,642000.0,3.582,-1.0,-1.0,-0.35,-1.0,-1.0,3.11e-15,-2.96e-16,3.03e-15,inf,1.64e+23,inf,AGN,,,,,,1,2
1002,M,1002,53.331725,-27.83088,,-8,0.62,11.45,405.7,29.0,30.2,173.3,17.3,18.5,232.6,23.4,24.6,E,GEMS,0.54,,53.331571,-27.830807,22.67,,,,53.331591,-27.830789,21.24,,,,53.331585,-27.830795,19.66,53.331553,-27.830794,19.54,,,,0.686,Secure,11,0.72,0.69,0.71,,,,0.686,zSpec,,,510000.0,464000.0,574000.0,1.085,0.146,0.165,0.87,0.15,0.15,1.11e-14,2.2e-15,8.88e-15,inf,2.79e+22,inf,AGN,,738,,865,161,1,2
