recno,C,Seq,RAJ2000,DEJ2000,logPB,WAV,errPos,Angle,FB,e_FB,E_FB,SB,e_SB,E_SB,HB,e_HB,E_HB,Ph,CPCat,CPoff,CPNote,RAWdeg,DEWdeg,RmagW,RAGSdeg,DEGSdeg,zmagGS,RAGdeg,DEGdeg,zmagG,RACdeg,DECdeg,F125Wmag,RATdeg,DETdeg,KsmagT,RASdeg,DESdeg,3_6mag,RAVdeg,DEVdeg,VLAmag,zspec,q_zspec,r_zspec,zL10,zR11,zH14,zS14,zS15,zS16,zF,r_zF,e_zF,E_zF,FExp,SExp,HExp,BR,e_BR,E_BR,Gamma,e_Gamma,E_Gamma,FFB,FSB,FHB,LX,NH,LXc,OType,f_X11ID,X11ID,f_X16ID,X16ID,R13ID,CCat,zCat
1005,M,1005,53.335739,-27.819757,-18.7,-8,0.9,11.59,138.7,21.1,22.3,106.6,14.7,15.8,57.1,-1.0,-1.0,E,GEMS,0.93,,53.335824,-27.819473,16.28,,,,53.335839,-27.819515,15.98,,,,53.335835,-27.819448,15.04,53.335803,-27.819444,16.91,53.33578,-27.81945,18.64,0.128,Secure,12,,0.13,0.13,,,,0.128,zSpec,,,392000.0,347000.0,454000.0,0.246,-1.0,-1.0,2.48,-1.0,-1.0,3.85e-15,2.61e-15,-2.14e-15,inf,0.0,inf,AGN,,739,,871,,1,1
999,M,999,53.315679,-27.817304,-2.4,-5,0.96,10.52,71.1,27.7,28.9,33.7,-1.0,-1.0,57.6,23.0,24.2,,TENIS,0.52,,53.31583,-27.817245,25.81,,,,,,,,,,53.315804,-27.817211,22.76,53.315773,-27.817304,22.01,,,,,,,,1.57,2.57,,,,2.573,H14,0.03,0.04,1550000.0,1430000.0,1720000.0,2.751,-1.0,-1.0,-0.07,-1.0,-1.0,8.87e-16,-1.27e-16,8.82e-16,inf,8.16e+23,inf,AGN,,735,,,,1,1
1003,M,1003,53.333118,-27.80735,-5.2,-5,1.07,11.43,74.7,21.1,22.2,24.1,-1.0,-1.0,68.3,17.0,18.2,E,GEMS,0.69,,53.333196,-27.807484,23.2,,,,53.3332,-27.807528,23.02,,,,53.333191,-27.807514,20.67,53.333163,-27.807544,20.29,,,,,,,,,,,,,,,,,592000.0,549000.0,654000.0,5.138,-1.0,-1.0,-0.75,-1.0,-1.0,3.01e-15,-2.14e-16,3.13e-15,,-1.0,,AGN,S,36,,,,1,0
1007,M,1007,53.336873,-27.798383,-32.5,-8,0.88,11.64,148.3,17.4,18.6,112.4,13.0,14.2,35.9,11.8,13.0,E,GEMS,1.14,,53.336896,-27.798719,16.23,,,,53.336887,-27.798699,15.69,,,,53.336884,-27.79874,14.8,53.336863,-27.798714,16.77,53.336863,-27.798727,19.23,0.129,Secure,12,0.13,0.13,0.1,,,,0.129,zSpec,,,264000.0,228000.0,310000.0,0.235,0.074,0.103,2.6,0.4,0.42,6.64e-15,4.67e-15,1.97e-15,inf,0.0,inf,AGN,,740,,876,196,1,2
988,M,988,53.292521,-27.811629,,-8,0.28,9.28,2489.2,60.2,61.3,1618.6,45.2,46.3,872.1,40.2,41.4,,GEMS,0.12,,53.292474,-27.81164,23.03,,,,53.292483,-27.811635,21.92,,,,53.292473,-27.811642,19.95,53.292433,-27.811644,19.71,53.292446,-27.811644,13.04,1.029,Secure,11,1.05,1.06,0.93,,,,1.029,zSpec,,,3020000.0,2860000.0,3240000.0,0.475,0.025,0.026,1.74,0.05,0.06,8.99e-15,3.89e-15,5.1e-15,inf,1.54e+21,inf,AGN,,728,,778,182,2,2
987,M,987,53.290475,-27.80045,-9.2,-8,0.66,9.17,126.0,29.8,30.9,92.5,18.0,19.1,67.8,-1.0,-1.0,,GEMS,0.62,,53.290586,-27.800269,19.09,,,,53.290569,-27.800299,18.55,,,,53.290524,-27.800379,17.32,53.290493,-27.800384,18.04,53.29053,-27.800366,17.37,0.18,Secure,11,0.19,0.19,0.16,,,,0.18,zSpec,,,3310000.0,3140000.0,3530000.0,0.343,-1.0,-1.0,2.07,-1.0,-1.0,3.91e-16,2.14e-16,-3.46e-16,inf,0.0,inf,Galaxy,,727,,776,,1,2
1006,M,1006,53.336005,-27.78144,-3.7,-6,1.28,11.68,46.8,14.3,15.5,32.1,-1.0,-1.0,27.8,11.5,12.7,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254000.0,218000.0,300000.0,1.181,-1.0,-1.0,0.81,-1.0,-1.0,2.71e-15,-9.27e-16,2.15e-15,,-1.0,,AGN,,,,,,0,0
977,M,977,53.280184,-27.798732,-16.0,-8,0.51,8.63,225.5,31.8,33.1,62.0,16.4,17.6,163.6,27.3,28.6,,GEMS,0.7,,53.280018,-27.798823,27.37,,,,53.279989,-27.798823,25.2,,,,53.280003,-27.798773,24.81,53.279963,-27.798824,23.38,,,,4.635,Insecure,12,,,,,,,4.635,zSpec,,,4340000.0,4120000.0,4630000.0,2.348,0.675,0.842,0.13,0.3,0.34,9.72e-16,8.57e-17,8.87e-16,inf,1.33e+24,inf,AGN,,717,,,,2,1
990,M,990,53.295918,-27.792958,-4.5,-8,0.71,9.49,113.3,30.2,31.3,42.2,16.8,17.9,71.2,25.2,26.4,,WFI,1.21,,53.295538,-27.792936,26.5,,,,,,,,,,53.295601,-27.793018,23.88,53.295493,-27.792914,23.24,,,,3.724,Secure,12,,,6.65,,,,3.724,zSpec,,,2940000.0,2760000.0,3170000.0,1.468,0.71,1.365,0.58,0.66,0.67,6.09e-16,8.91e-17,5.2e-16,inf,6.06e+23,inf,AGN,,730,,,,2,0
993,M,993,53.29968,-27.780559,-3.8,-5,0.79,9.77,95.3,28.4,29.6,60.4,-1.0,-1.0,58.1,23.2,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240000.0,2110000.0,2430000.0,1.393,-1.0,-1.0,0.61,-1.0,-1.0,6.48e-16,-1.66e-16,5.55e-16,,-1.0,,AGN,,,,,,0,0
968,M,968,53.270058,-27.792142,,-8,0.37,8.12,500.7,36.9,38.1,86.8,17.6,18.7,414.1,32.3,33.5,,GEMS,0.2,,53.270048,-27.792136,25.53,,,,53.269998,-27.792122,24.3,,,,53.270016,-27.792139,21.15,53.269983,-27.792124,20.46,,,,2.026,Secure,11,2.05,2.06,1.86,,,,2.026,zSpec,,,5110000.0,4900000.0,5370000.0,4.349,0.875,1.077,-0.47,0.22,0.22,2.24e-15,9.73e-17,2.15e-15,inf,6.84e+23,inf,AGN,,710,,726,205,1,2
971,M,971,53.274599,-27.780683,,-8,0.29,8.46,1195.3,47.2,48.4,597.9,30.1,31.3,598.2,36.7,37.9,,TENIS,0.25,,,,,,,,,,,,,,53.27454,-27.780727,23.51,53.274443,-27.780644,23.02,,,,,,,2.2,,2.17,,,,2.167,H14,0.73,3.57,4870000.0,4640000.0,5180000.0,0.897,0.067,0.075,1.09,0.08,0.08,3.25e-15,8.09e-16,2.44e-15,inf,9.65e+22,inf,AGN,,713,,734,213,2,1
975,M,975,53.280018,-27.777659,-3.9,-8,0.65,8.78,111.4,32.3,33.4,42.7,17.4,18.5,68.8,27.4,28.6,,GEMS,1.36,,53.279613,-27.777629,18.53,,,,53.279592,-27.777641,17.93,,,,53.279598,-27.777637,16.69,53.279563,-27.777624,17.93,,,,0.22,Secure,2,,0.22,0.24,,,,0.22,zSpec,,,4550000.0,4290000.0,4900000.0,1.411,0.722,1.527,0.63,0.73,0.73,3.8e-16,5.87e-17,3.21e-16,inf,1.8e+22,inf,AGN,,716,,,,1,1
974,M,974,53.279381,-27.767727,-12.0,-8,0.55,8.88,199.4,33.4,34.5,116.3,19.7,20.8,83.2,27.5,28.7,,TENIS,0.86,,,,,,,,,,,,,,53.279381,-27.767967,22.56,,,,,,,,,,,,3.23,,,,3.234,H14,2.24,0.38,4420000.0,4160000.0,4780000.0,0.623,0.21,0.306,1.46,0.41,0.42,5.33e-16,1.85e-16,3.48e-16,inf,6.92e+22,inf,AGN,,715,,745,,1,0
994,M,994,53.302194,-27.776362,-6.5,-8,0.75,9.95,119.2,26.4,27.7,61.3,15.3,16.5,58.1,22.0,23.2,,GEMS,0.85,,53.302265,-27.776153,21.98,,,,53.302293,-27.776142,21.55,,,,53.302258,-27.776142,20.17,53.302113,-27.776164,20.19,53.302155,-27.776255,19.17,0.609,Secure,16,0.56,0.56,1.92,,,,0.609,zSpec,,,1860000.0,1730000.0,2030000.0,0.811,0.332,0.523,1.18,0.51,0.55,8.19e-16,2.22e-16,5.98e-16,inf,1.29e+22,inf,AGN,,731,,800,,1,2
997,M,997,53.302896,-27.762599,-11.2,-8,0.76,10.16,124.1,25.9,27.0,93.9,16.0,17.2,60.3,-1.0,-1.0,,GEMS,0.85,,53.303158,-27.762491,18.09,,,,53.303114,-27.762464,17.44,,,,53.303169,-27.76252,16.23,53.303213,-27.762514,17.92,,,,0.218,Secure,12,0.22,0.22,0.24,,,,0.218,zSpec,,,1570000.0,1450000.0,1730000.0,0.315,-1.0,-1.0,2.18,-1.0,-1.0,8.39e-16,5.03e-16,-6.28e-16,inf,0.0,inf,Galaxy,,733,,806,,2,2
986,M,986,53.289622,-27.767582,,-8,0.31,9.41,1446.0,49.9,51.1,754.3,32.9,34.1,692.6,37.8,39.0,,GEMS,0.35,,53.289827,-27.767671,20.14,,,,53.289692,-27.767657,19.3,,,,53.289604,-27.767614,18.01,53.289553,-27.767584,18.61,53.289571,-27.767561,19.12,0.52,Secure,16,0.45,0.49,0.66,,,,0.52,zSpec,,,2920000.0,2730000.0,3180000.0,0.789,0.053,0.057,1.21,0.07,0.07,6.31e-15,1.76e-15,4.55e-15,inf,1.03e+22,inf,AGN,,726,,770,230,2,2
998,M,998,53.313985,-27.752239,-16.0,-8,0.77,10.9,162.7,23.5,24.7,44.2,12.0,13.2,118.5,20.2,21.4,,TENIS,1.05,,,,,,,,,,,,,,53.314209,-27.752453,23.36,,,,,,,,,,,,,,,,,,,,744000.0,666000.0,850000.0,2.101,0.597,0.822,0.23,0.34,0.35,3.91e-15,3.86e-16,3.52e-15,,-1.0,,AGN,,,,825,247,1,0
1008,M,1008,53.346379,-27.771003,-17.6,-8,1.14,12.31,90.1,13.1,14.3,28.5,7.1,8.3,61.6,11.0,12.2,E,GEMS,0.52,,53.346531,-27.77105,23.16,,,,53.346512,-27.771088,21.91,,,,53.346508,-27.771088,20.5,53.346513,-27.771024,20.21,,,,0.834,Secure,16,,0.82,0.69,,,,0.834,zSpec,,,103000.0,81400.0,130000.0,1.349,0.355,0.503,0.74,0.35,0.34,1.36e-14,2.37e-15,1.12e-14,inf,4.24e+22,inf,AGN,,,,891,1108,1,1
966,M,966,53.267649,-27.773505,-7.6,-8,0.54,8.19,153.7,30.7,31.8,82.3,17.7,18.8,71.5,25.5,26.7,,GEMS,0.41,,53.267607,-27.773415,20.87,,,,53.267567,-27.773416,20.59,,,,53.267612,-27.773426,20.23,53.267573,-27.773424,21.67,,,,0.103,Secure,11,,0.1,0.09,,,,0.103,zSpec,,,5210000.0,5000000.0,5500000.0,0.79,0.302,0.444,1.23,0.45,0.49,3.74e-16,1.06e-16,2.68e-16,inf,4.54e+21,inf,Galaxy,,708,,,,1,1
948,M,948,53.25639,-27.761767,,-8,0.23,7.82,2716.1,61.5,62.7,1672.3,45.4,46.5,1045.8,42.0,43.2,,GEMS,0.13,,53.256407,-27.761791,21.0,,,,53.256378,-27.761801,20.21,,,,53.25639,-27.761787,18.43,53.256363,-27.761794,18.79,,,,0.622,Secure,2,0.6,0.6,0.68,,,,0.622,zSpec,,,5430000.0,5260000.0,5650000.0,0.581,0.027,0.029,1.55,0.05,0.05,5.78e-15,2.16e-15,3.62e-15,inf,4.02e+21,inf,AGN,,695,,701,237,1,2
921,M,921,53.239953,-27.763447,,-8,0.29,6.97,624.4,34.2,35.4,385.3,23.5,24.6,239.6,25.3,26.6,,GEMS,0.12,,53.239994,-27.763472,25.13,,,,53.239963,-27.76348,24.99,,,,53.240005,-27.763514,22.64,,,,,,,3.082,Secure,11,3.1,3.12,3.14,,,3.26,3.082,zSpec,,,5710000.0,5620000.0,5810000.0,0.601,0.071,0.077,1.52,0.12,0.13,1.27e-15,4.64e-16,8.1e-16,inf,5.02e+22,inf,AGN,,674,,662,235,1,2
953,M,953,53.260992,-27.759734,-8.5,-7,0.52,8.09,161.4,30.7,31.8,66.8,17.0,18.2,94.7,25.7,26.9,,GEMS,0.88,,53.261236,-27.759802,23.48,,,,53.261265,-27.759772,22.39,,,,53.261253,-27.759785,20.56,53.261213,-27.759784,20.2,,,,1.13,Insecure,12,,1.21,1.25,,,,1.13,zSpec,,,5260000.0,5060000.0,5530000.0,1.296,0.426,0.632,0.73,0.4,0.4,4.64e-16,8e-17,3.84e-16,inf,6.44e+22,inf,AGN,,699,,,,1,1
959,M,959,53.26516,-27.755171,,-8,0.24,8.4,3099.9,66.6,67.7,2013.8,50.1,51.2,1088.1,44.4,45.6,,GEMS,0.32,,53.265096,-27.75518,23.09,,,,53.265062,-27.75519,22.68,,,,53.265068,-27.755194,21.27,53.265043,-27.755194,20.71,,,,1.257,Secure,20,1.26,1.27,1.23,,,,1.257,zSpec,,,5020000.0,4780000.0,5340000.0,0.484,0.023,0.023,1.73,0.05,0.05,6.82e-15,2.93e-15,3.88e-15,inf,2.28e+21,inf,AGN,,701,,715,244,2,2
982,M,982,53.285186,-27.748931,-16.0,-8,0.59,9.52,212.9,31.1,32.8,125.2,19.5,21.1,88.1,25.0,26.8,C,GEMS,0.57,,53.285186,-27.74907,25.79,,,,53.28518,-27.749089,23.76,,,,53.285179,-27.749084,21.39,53.285153,-27.749084,21.38,,,,,,,,1.16,0.86,,,,0.863,H14,0.02,0.02,2620000.0,2430000.0,2870000.0,0.596,0.17,0.25,1.53,0.37,0.35,9.58e-16,3.52e-16,6.06e-16,inf,6.21e+21,inf,AGN,,,,759,251,2,2
985,M,985,53.288522,-27.747128,,-8,0.44,9.73,555.7,36.6,37.9,348.9,24.6,25.9,207.5,27.7,29.1,,GEMS,0.09,,53.288512,-27.747132,22.56,,,,53.288496,-27.747141,21.24,,,,53.28849,-27.747145,19.69,53.288463,-27.747124,19.65,,,,0.786,Secure,2,0.77,0.77,0.76,,,,0.786,zSpec,,,2300000.0,2120000.0,2530000.0,0.498,0.071,0.081,1.7,0.16,0.16,2.74e-15,1.15e-15,1.59e-15,inf,1.87e+21,inf,AGN,,725,,768,251,2,2
1053,S,45,53.269712,-27.745844,-2.0,-6,0.75,8.84,72.1,31.1,32.3,21.2,16.0,17.1,50.9,26.8,28.0,,TENIS,0.62,,53.269559,-27.74587,25.0,,,,53.269518,-27.745868,23.24,,,,53.26952,-27.745876,20.19,53.269483,-27.745864,19.61,,,,,,,,0.82,1.5,,,,1.503,H14,0.02,0.03,4430000.0,4140000.0,4810000.0,2.066,1.477,6.642,0.25,1.42,1.28,2.91e-16,2.96e-17,2.61e-16,inf,1.95e+23,inf,AGN,,,,,,1,1
978,M,978,53.280471,-27.742336,-11.4,-8,0.65,9.44,149.4,29.1,30.2,104.0,17.4,18.5,83.3,-1.0,-1.0,,GEMS,0.23,,53.280534,-27.742384,17.66,,,,53.280428,-27.742386,17.07,,,,53.280499,-27.74239,16.1,53.280473,-27.742374,17.59,53.280405,-27.742255,17.93,0.217,Secure,12,,0.22,0.23,,,,0.217,zSpec,,,2600000.0,2420000.0,2840000.0,0.418,-1.0,-1.0,1.89,-1.0,-1.0,6.3e-16,3.13e-16,-5.51e-16,inf,0.0,inf,Galaxy,,719,,748,,1,1
1054,S,46,53.290348,-27.735751,-2.0,-5,0.88,10.08,76.6,26.1,27.3,30.1,13.8,15.0,46.6,22.4,23.5,,TENIS,1.01,,,,,,,,53.29044,-27.735496,21.16,,,,53.290417,-27.735477,19.54,53.290413,-27.735464,19.53,,,,1.038,Secure,16,,1.01,,,,,1.038,zSpec,,,1720000.0,1580000.0,1910000.0,1.275,0.768,1.811,0.73,0.9,0.96,6.68e-16,1.15e-16,5.53e-16,inf,5.76e+22,inf,AGN,,,,774,264,1,1
920,M,920,53.238161,-27.759527,,-8,0.4,6.97,227.8,25.8,26.9,145.8,16.6,17.8,82.2,20.2,21.4,,GEMS,0.32,,53.238064,-27.759477,18.22,,,,53.238061,-27.759522,17.8,,,,53.238068,-27.759516,17.08,53.238033,-27.759514,18.49,,,,0.104,Secure,16,0.1,0.1,,,,0.1,0.104,zSpec,,,5530000.0,5450000.0,5630000.0,0.545,0.134,0.172,1.61,0.27,0.28,4.65e-16,1.83e-16,2.82e-16,inf,1.16e+21,inf,Galaxy,,673,,658,235,2,3
932,M,932,53.247037,-27.756312,-7.1,-8,0.64,7.48,65.9,24.9,26.0,71.6,15.3,16.4,29.8,-1.0,-1.0,,GEMS,0.53,,53.247053,-27.756191,25.59,,,,53.247046,-27.756164,23.32,,,,53.247044,-27.756176,20.56,53.247023,-27.756184,19.96,53.24703,-27.756144,19.74,1.155,Insecure,20,1.26,1.57,2.4,,,1.11,1.155,zSpec,,,5400000.0,5270000.0,5570000.0,0.092,-1.0,-1.0,3.0,-1.0,-1.0,1.21e-16,1.21e-16,-8.58e-17,inf,0.0,inf,AGN,,682,,,,1,2
945,M,945,53.25505,-27.739096,,-8,0.38,8.32,480.1,36.4,37.6,226.9,21.3,22.5,253.6,29.9,31.1,,GEMS,0.18,,53.25502,-27.739082,25.18,,,,53.255004,-27.739068,23.1,,,,53.254997,-27.739082,19.96,53.254963,-27.739094,19.65,,,,,,,1.69,2.64,1.44,,,,1.692,L10,0.06,0.03,4810000.0,4580000.0,5120000.0,1.0,0.139,0.166,1.0,0.16,0.15,1.37e-15,3.11e-16,1.06e-15,inf,7.48e+22,inf,AGN,,692,,695,260,2,2
924,M,924,53.241433,-27.741935,-3.2,-5,0.61,7.61,82.5,27.1,28.3,35.1,-1.0,-1.0,65.3,23.0,24.2,,GEMS,1.1,,53.241794,-27.741934,24.96,,,,53.241776,-27.741957,24.15,,,,53.241756,-27.741951,22.37,53.241713,-27.741954,22.21,,,,,,,,1.21,1.42,,,1.6,1.424,H14,0.03,0.26,5590000.0,5420000.0,5800000.0,3.192,-1.0,-1.0,-0.15,-1.0,-1.0,3.05e-16,-3.69e-17,2.96e-16,inf,2.67e+23,inf,AGN,,,,,,1,1
905,M,905,53.228745,-27.751674,,-8,0.28,6.73,653.4,36.1,37.6,323.0,23.8,25.2,331.9,27.5,29.1,C,CANDELS,0.21,,,,,,,,,,,53.228787,-27.751631,22.58,53.228806,-27.751755,20.3,53.228733,-27.751684,19.95,,,,,,,3.42,1.27,1.84,1.96,1.85,1.41,1.842,H14,0.17,0.05,5650000.0,5580000.0,5740000.0,1.0,0.104,0.118,1.0,0.11,0.11,1.61e-15,3.68e-16,1.25e-15,inf,8.64e+22,inf,AGN,,663,,650,248,8,7
904,M,904,53.227251,-27.750408,,-8,0.23,6.7,1176.6,43.8,45.2,744.9,32.6,33.9,433.5,29.7,31.2,,GEMS,0.08,,53.227217,-27.750476,24.15,,,,53.227227,-27.750404,23.02,,,,53.227211,-27.750408,20.24,53.227173,-27.750394,19.85,,,,1.161,Insecure,12,1.69,1.98,1.49,,,1.57,1.493,H14,0.02,0.07,5680000.0,5600000.0,5760000.0,0.566,0.044,0.049,1.59,0.08,0.08,2.35e-15,9.14e-16,1.44e-15,inf,9.32e+21,inf,AGN,,662,,648,248,3,3
913,M,913,53.233939,-27.741493,-15.0,-8,0.45,7.28,188.8,27.4,28.6,98.1,16.1,17.2,90.9,22.6,23.8,,GEMS,0.15,,,,,,,,53.23397,-27.741462,24.65,,,,53.233944,-27.741459,21.14,53.233893,-27.741474,20.68,,,,,,,,1.16,1.59,,,1.57,1.595,H14,0.06,0.14,5680000.0,5560000.0,5850000.0,0.88,0.248,0.304,1.13,0.3,0.33,4.39e-16,1.14e-16,3.25e-16,inf,5.01e+22,inf,AGN,,667,,,,1,1
923,M,923,53.241402,-27.730614,-7.7,-8,0.53,7.97,149.3,30.1,31.3,40.7,-1.0,-1.0,128.1,25.9,27.1,,TENIS,0.38,,,,,,,,,,,,,,53.24136,-27.730515,23.4,53.241383,-27.730594,22.46,,,,,,,,,,,,2.41,2.408,S16,0.44,0.49,5050000.0,4850000.0,5320000.0,4.713,-1.0,-1.0,-0.54,-1.0,-1.0,6.87e-16,-4.65e-17,6.82e-16,inf,1.04e+24,inf,AGN,,,,666,,1,0
931,M,931,53.246085,-27.727637,,-8,0.24,8.28,2858.1,63.3,64.5,1917.9,48.4,49.6,942.0,41.3,42.5,,GEMS,0.11,,53.246125,-27.727638,21.17,,,,53.246074,-27.727665,20.28,,,,53.246059,-27.727673,19.04,53.246023,-27.727664,19.19,,,,0.733,Secure,2,0.72,0.73,0.74,,,0.76,0.733,zSpec,,,4700000.0,4470000.0,5010000.0,0.438,0.022,0.022,1.85,0.05,0.05,6.62e-15,3.12e-15,3.51e-15,inf,0.0,inf,AGN,,681,,676,273,3,2
961,M,961,53.265396,-27.736239,,-8,0.43,8.88,425.0,36.6,37.8,207.3,21.5,22.6,218.0,30.1,31.2,,GEMS,0.29,,53.265539,-27.736258,25.91,,,,53.265479,-27.736272,23.84,,,,53.265491,-27.736261,21.06,53.265463,-27.736244,20.41,,,,,,,1.38,0.64,1.28,,,1.26,1.282,H14,0.02,0.02,3980000.0,3710000.0,4340000.0,0.897,0.143,0.168,1.11,0.18,0.18,1.42e-15,3.58e-16,1.06e-15,inf,3.76e+22,inf,AGN,,704,,718,,1,2
960,M,960,53.265294,-27.72517,-11.6,-8,0.6,9.21,171.1,29.4,30.5,104.4,17.3,18.4,66.8,24.3,25.5,,GEMS,0.34,,53.26523,-27.725222,25.5,,,,53.265211,-27.725227,24.66,,,,53.26519,-27.725214,22.14,53.265173,-27.725214,22.09,,,,,,,,1.84,1.73,,,,1.728,H14,0.04,0.04,2750000.0,2540000.0,3030000.0,0.538,0.198,0.295,1.65,0.46,0.48,7.21e-16,2.92e-16,4.28e-16,inf,8.16e+21,inf,AGN,,702,,716,,1,1
972,M,972,53.275949,-27.727256,-3.7,-5,0.78,9.64,90.5,27.1,28.3,53.7,-1.0,-1.0,58.1,22.8,24.0,,GEMS,1.4,,53.275559,-27.727071,19.43,,,,53.275547,-27.727103,18.95,,,,53.275528,-27.727089,18.37,53.275493,-27.727074,19.75,,,,0.144,Secure,11,,0.13,0.15,,,,0.144,zSpec,,,2090000.0,1940000.0,2300000.0,1.598,-1.0,-1.0,0.51,-1.0,-1.0,6.92e-16,-1.64e-16,5.97e-16,inf,1.81e+22,inf,Galaxy,,,,,,1,1
936,M,936,53.248909,-27.723737,,-8,0.35,8.53,709.1,39.9,41.1,380.8,25.3,26.4,328.8,31.3,32.5,,GEMS,0.31,,53.248984,-27.72376,26.26,,,,53.248935,-27.72382,24.5,,,,53.248928,-27.723812,21.46,53.248893,-27.723804,20.78,,,,,,,1.26,1.57,1.19,,,1.43,1.188,H14,0.07,0.23,4350000.0,4090000.0,4700000.0,0.751,0.08,0.095,1.3,0.12,0.12,2.05e-15,6.2e-16,1.43e-15,inf,2.05e+22,inf,AGN,,685,,685,275,1,2
954,M,954,53.261412,-27.720896,-5.0,-7,0.79,9.18,71.1,27.0,28.2,61.6,15.8,16.9,43.7,-1.0,-1.0,,GEMS,1.01,,53.261491,-27.721129,16.98,,,,53.261474,-27.721171,16.41,,,,53.261436,-27.721132,15.49,53.261403,-27.721124,17.21,,,,0.129,Secure,2,,0.13,0.12,,,,0.129,zSpec,,,2780000.0,2570000.0,3050000.0,0.288,-1.0,-1.0,2.31,-1.0,-1.0,2.74e-16,1.96e-16,-2.52e-16,inf,0.0,inf,Galaxy,,,,,280,1,1
1055,S,47,53.307822,-27.740008,-1.8,-5,1.2,10.84,39.8,20.4,21.6,18.4,-1.0,-1.0,36.7,17.8,19.0,E,TENIS,0.66,,53.307988,-27.739855,22.81,,,,53.307967,-27.739877,22.33,,,,53.307968,-27.739878,21.51,53.307953,-27.739844,21.94,,,,0.522,Secure,16,,0.53,0.49,,,,0.522,zSpec,,,719000.0,650000.0,814000.0,3.505,-1.0,-1.0,-0.32,-1.0,-1.0,1.14e-15,-1.5e-16,1.23e-15,inf,8.38e+22,inf,AGN,,734,,,,1,1
991,M,991,53.296166,-27.724829,-7.3,-8,0.96,10.65,74.3,22.3,23.7,63.1,13.9,15.4,38.2,-1.0,-1.0,C,GEMS,0.39,,53.296146,-27.72492,17.06,,,,53.296141,-27.724936,15.8,,,,53.296146,-27.724924,14.9,53.296143,-27.724884,15.66,,,,0.0,Secure,12,,0.0,0.08,,,,0.0,zSpec,,,1110000.0,1010000.0,1250000.0,0.2,-1.0,-1.0,2.66,-1.0,-1.0,7.04e-16,5.36e-16,-5.14e-16,,-1.0,,Star,,,,789,278,1,1
992,M,992,53.297105,-27.720251,-7.8,-8,0.86,10.82,111.3,23.3,24.8,43.2,12.8,14.2,68.2,19.7,21.3,C,GEMS,1.21,,53.297118,-27.720017,24.91,,,,53.297224,-27.719933,24.33,,,,53.297153,-27.720013,20.62,53.297123,-27.719974,19.91,53.297155,-27.720061,19.21,1.116,Insecure,12,,0.96,1.1,,,,1.116,zSpec,,,968000.0,875000.0,1100000.0,1.262,0.455,0.703,0.7,0.46,0.47,1.73e-15,2.9e-16,1.44e-15,inf,6.6e+22,inf,AGN,,,,790,278,1,3
983,M,983,53.286642,-27.71511,,-8,0.46,10.49,713.8,36.1,37.2,457.2,25.3,26.5,257.0,26.1,27.3,,GEMS,0.24,,53.286588,-27.715078,23.25,,,,53.286568,-27.7151,22.54,,,,53.286568,-27.715101,20.66,53.286563,-27.715084,20.28,,,,2.086,Secure,16,2.05,1.06,2.07,,,,2.086,zSpec,,,1090000.0,999000.0,1220000.0,0.46,0.049,0.059,1.75,0.13,0.12,7.2e-15,3.14e-15,4.05e-15,inf,3.57e+21,inf,AGN,,723,,761,285,2,2
984,M,984,53.287042,-27.693825,,-6,0.76,11.23,199.3,25.8,27.0,147.1,17.6,18.8,52.3,19.4,20.6,E,GEMS,0.58,,53.286897,-27.693894,23.23,,,,53.286996,-27.693981,24.42,,,,,,,,,,,,,1.334,Insecure,23,,1.33,0.54,,,,1.334,zSpec,,,337000.0,303000.0,383000.0,0.281,0.101,0.146,1.97,0.41,0.43,2.84e-15,1.44e-15,1.4e-15,inf,0.0,inf,AGN,,724,,762,,1,2
891,M,891,53.21687,-27.740361,-9.2,-6,0.48,6.57,107.8,21.3,22.5,68.8,13.3,14.4,68.2,-1.0,-1.0,,GEMS,0.39,,53.216993,-27.740305,20.82,,,,53.216981,-27.740314,19.85,,,,53.216961,-27.740318,18.17,53.216913,-27.740324,19.02,53.216946,-27.740283,18.47,0.534,Secure,16,,0.53,0.54,,,0.53,0.534,zSpec,,,5710000.0,5650000.0,5790000.0,0.617,-1.0,-1.0,1.49,-1.0,-1.0,2.23e-16,8.24e-17,-2.32e-16,inf,4.41e+21,inf,Galaxy,,654,,,,1,1
896,M,896,53.219892,-27.727252,-2.7,-5,0.61,7.19,67.2,24.6,25.8,32.0,-1.0,-1.0,51.3,21.0,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440000.0,5310000.0,5600000.0,3.083,-1.0,-1.0,-0.11,-1.0,-1.0,2.52e-16,-3.45e-17,2.39e-16,,-1.0,,AGN,,,,637,,0,1
